MSME_ID,avg_consumption_last12,avg_consumption_last3,consumption_drop_pct,turnover,age,employees,loan_default,business_confidence,risk_label
MSME_0387,1336.7,1812.37,0.3558,481.28,30,9,0,5,0
MSME_0388,1950.47,2339.28,0.1993,279.49,5,7,0,1,0
MSME_0389,1580.17,1461.28,-0.0752,176.34,2,10,1,5,1
MSME_0390,969.24,956.37,-0.0133,439.72,26,7,0,3,0
MSME_0391,840.63,867.61,0.0321,138.08,4,8,0,4,1
MSME_0392,1396.77,655.88,-0.5304,21.73,12,7,0,3,1
MSME_0393,671.91,616.95,-0.0818,624.26,14,13,0,2,0
MSME_0394,1932.58,1564.43,-0.1905,996.19,13,5,0,5,0
MSME_0395,1671.78,1219.72,-0.2704,37.98,28,8,0,5,1
MSME_0396,1012.33,920.94,-0.0903,146.98,30,7,0,5,1
MSME_0397,514.75,735.79,0.4294,749.31,22,11,0,5,0
MSME_0398,1741.55,1985.73,0.1402,3157.37,15,4,0,1,0
MSME_0399,1154.18,966.29,-0.1628,411.91,17,8,0,1,0
MSME_0400,1695.13,1903.87,0.1231,194.8,21,7,0,4,0
MSME_0401,562.23,747.67,0.3298,336.0,28,8,0,5,0
MSME_0402,960.25,1163.01,0.2112,1595.39,21,6,0,2,0
MSME_0403,1202.1,1195.98,-0.0051,211.46,10,11,0,4,0
MSME_0404,1218.79,997.3,-0.1817,181.42,2,9,0,5,0
MSME_0405,1019.97,1177.62,0.1546,248.95,21,7,0,1,1
MSME_0406,1449.14,1562.71,0.0784,155.5,9,8,0,2,1
MSME_0407,772.95,930.48,0.2038,456.08,9,7,0,4,0
MSME_0408,1143.05,1301.7,0.1388,2048.12,29,15,0,2,1
MSME_0409,1248.12,1550.65,0.2424,557.29,20,10,0,5,0
MSME_0410,1405.78,1189.55,-0.1538,313.45,15,8,0,3,0
MSME_0411,1484.65,1943.92,0.3093,301.32,11,9,0,2,0
MSME_0412,750.14,772.2,0.0294,84.5,1,9,0,2,1
MSME_0413,586.35,878.84,0.4988,975.66,8,13,0,1,0
MSME_0414,1711.07,1382.04,-0.1923,373.22,23,11,0,5,0
MSME_0415,1332.93,1884.74,0.414,336.81,2,12,0,2,0
MSME_0416,900.61,927.15,0.0295,9829.15,23,10,0,5,0
MSME_0417,1820.46,1487.58,-0.1829,543.89,29,6,0,1,0
MSME_0418,1246.27,1070.58,-0.141,190.23,24,7,0,5,1
MSME_0419,1671.72,1504.4,-0.1001,263.39,29,9,0,1,1
MSME_0420,1227.01,1332.58,0.086,1272.13,14,7,0,1,0
MSME_0421,2024.3,2248.41,0.1107,451.81,2,11,0,4,0
MSME_0422,1902.14,1591.28,-0.1634,95.75,18,11,0,5,1
MSME_0423,1100.41,1071.71,-0.0261,1011.54,17,8,0,3,0
MSME_0424,1588.63,2382.94,0.5,206.82,7,9,1,4,1
MSME_0425,1458.15,2058.74,0.4119,2626.21,25,13,0,1,1
MSME_0426,1747.45,1903.12,0.0891,1188.03,16,9,0,3,0
MSME_0427,814.03,805.48,-0.0105,257.93,7,9,0,2,0
MSME_0428,1474.42,1489.18,0.01,1452.46,6,13,0,2,0
MSME_0429,1623.37,1839.89,0.1334,431.75,29,6,0,4,0
MSME_0430,496.5,359.62,-0.2757,946.5,6,7,0,3,0
MSME_0431,726.7,665.4,-0.0843,655.06,2,10,0,5,0
MSME_0432,384.31,216.31,-0.4371,173.06,0,9,0,3,1
MSME_0433,1092.24,1179.4,0.0798,211.97,3,14,0,4,0
MSME_0434,1487.02,1697.87,0.1418,1129.99,24,6,0,5,0
MSME_0435,1800.94,1547.38,-0.1408,288.65,4,9,0,5,0
MSME_0436,1229.64,1688.9,0.3735,269.44,0,5,0,2,1
MSME_0437,1851.45,1247.06,-0.3264,155.23,14,4,0,3,1
MSME_0438,647.96,397.79,-0.3861,616.22,4,14,0,5,0
MSME_0439,518.65,537.38,0.0361,3173.29,12,7,0,4,0
MSME_0440,1177.78,1462.54,0.2418,138.72,7,8,0,2,1
MSME_0441,1353.63,1896.41,0.401,413.32,7,11,0,5,0
MSME_0442,1186.92,1027.02,-0.1347,1656.1,4,8,0,3,0
MSME_0443,373.02,466.16,0.2497,372.55,27,9,0,2,0
MSME_0444,1164.35,1129.86,-0.0296,634.2,8,9,0,3,0
MSME_0445,678.21,635.38,-0.0632,139.44,30,8,0,3,1
MSME_0446,1467.87,1762.79,0.2009,619.12,0,9,0,3,0
MSME_0447,1346.64,1539.32,0.1431,334.57,3,9,0,2,0
MSME_0448,824.05,482.81,-0.4141,1081.1,2,10,0,5,1
MSME_0449,994.45,1341.65,0.3491,1322.64,1,7,0,1,0
MSME_0450,776.31,1028.63,0.325,5375.27,30,9,0,5,0
MSME_0451,1174.93,967.68,-0.1764,720.28,7,12,0,2,0
MSME_0452,1582.06,1706.96,0.079,558.8,22,13,0,1,0
MSME_0453,805.71,889.11,0.1035,489.99,8,8,0,1,1
MSME_0454,1401.62,1464.93,0.0452,283.39,1,10,0,1,0
MSME_0455,987.9,832.23,-0.1576,565.94,13,7,0,4,0
MSME_0456,882.85,716.96,-0.1879,300.24,13,10,0,2,0
MSME_0457,1157.19,1126.65,-0.0264,477.45,3,6,0,4,0
MSME_0458,785.9,1000.6,0.2732,1506.58,29,14,0,1,0
MSME_0459,978.54,1091.95,0.1159,147.45,30,13,0,4,0
MSME_0460,720.85,639.64,-0.1127,1261.28,5,9,0,4,0
MSME_0461,1985.89,2329.3,0.1729,1505.85,10,9,0,2,0
MSME_0462,1214.11,325.22,-0.7321,358.5,2,6,0,3,0
MSME_0463,920.11,1165.96,0.2672,48.33,7,10,0,4,0
MSME_0464,1285.59,700.74,-0.4549,219.68,2,4,0,4,1
MSME_0465,1155.07,1027.31,-0.1106,1475.86,13,9,0,1,1
MSME_0466,1111.61,778.22,-0.2999,394.31,27,11,0,1,0
MSME_0467,1445.67,948.83,-0.3437,148.52,12,9,0,1,1
MSME_0468,1503.0,1909.12,0.2702,243.53,12,14,0,5,0
MSME_0469,987.8,852.54,-0.1369,935.07,1,4,0,4,0
MSME_0470,969.67,1034.28,0.0666,696.96,12,10,0,1,0
MSME_0471,1089.98,1055.39,-0.0317,317.69,28,5,0,2,0
MSME_0472,279.23,306.95,0.0993,279.55,18,13,0,5,0
MSME_0473,593.92,593.45,-0.0008,272.66,26,9,0,3,0
MSME_0474,1746.75,1151.55,-0.3407,160.39,5,7,0,4,1
MSME_0475,1857.99,2283.59,0.2291,2029.16,15,9,0,4,0
MSME_0476,1100.39,942.55,-0.1434,292.27,1,9,0,2,1
MSME_0477,1430.62,845.29,-0.4091,1362.61,7,8,0,3,0
MSME_0478,1324.5,1156.25,-0.127,1847.0,16,10,0,3,0
MSME_0479,2431.55,3295.22,0.3552,1094.78,22,10,0,5,0
MSME_0480,1647.83,1965.13,0.1926,262.01,1,7,0,4,0
MSME_0481,1148.83,1025.72,-0.1072,604.09,9,6,0,1,0
MSME_0482,817.78,730.02,-0.1073,393.78,27,8,0,2,0
MSME_0483,557.42,501.45,-0.1004,163.42,15,9,1,2,1
MSME_0484,1281.39,1921.04,0.4992,558.0,5,9,0,2,0
MSME_0485,897.46,965.2,0.0755,124.08,27,8,0,2,1
MSME_0486,631.1,686.33,0.0875,1323.03,1,9,0,1,0
MSME_0487,941.37,1165.01,0.2376,253.5,1,6,0,1,1
MSME_0488,767.38,797.84,0.0397,493.32,25,13,0,5,0
MSME_0489,1874.86,1715.94,-0.0848,535.55,12,8,0,4,0
MSME_0490,1552.66,1445.39,-0.0691,311.41,23,11,0,1,0
MSME_0491,1196.81,1151.45,-0.0379,725.38,14,6,0,5,0
MSME_0492,1791.98,1739.46,-0.0293,250.91,30,9,0,3,0
MSME_0493,1230.95,1430.25,0.1619,964.2,27,7,0,4,0
MSME_0494,855.49,849.49,-0.007,105.01,1,7,0,1,1
MSME_0495,1809.25,2104.45,0.1632,457.78,6,12,0,3,0
MSME_0496,1415.56,1358.69,-0.0402,2804.36,2,11,0,5,0
MSME_0497,785.1,784.83,-0.0003,148.36,7,10,0,1,1
MSME_0498,1123.86,539.96,-0.5196,204.85,22,10,0,1,1
MSME_0499,849.75,1027.42,0.2091,674.46,13,10,0,3,0
MSME_0500,646.88,689.98,0.0666,482.79,23,6,1,1,1
MSME_0501,1570.47,1930.9,0.2295,572.85,29,12,0,2,0
MSME_0502,1963.77,502.6,-0.7441,657.99,22,8,0,1,1
MSME_0503,640.57,960.86,0.5,761.07,26,7,0,4,0
MSME_0504,1425.19,1346.95,-0.0549,1223.78,21,6,0,3,0
MSME_0505,939.74,1181.3,0.257,607.78,28,11,0,4,0
MSME_0506,1005.15,723.73,-0.28,316.95,6,9,0,5,0
MSME_0507,963.04,1091.31,0.1332,790.43,20,11,0,4,0
MSME_0508,854.4,612.31,-0.2834,2696.96,6,10,0,2,1
MSME_0509,1219.41,1004.86,-0.1759,353.32,0,11,0,2,0
MSME_0510,867.62,1265.43,0.4585,152.24,16,10,0,4,0
MSME_0511,1308.18,1219.66,-0.0677,1220.58,8,10,0,5,0
MSME_0512,1179.9,1220.44,0.0344,357.67,29,12,0,1,0
MSME_0513,1104.42,1322.56,0.1975,45.94,20,11,0,2,1
MSME_0514,836.97,923.95,0.1039,941.45,12,8,0,4,0
MSME_0515,969.29,986.36,0.0176,236.2,20,10,0,4,1
MSME_0516,1502.16,1609.17,0.0712,368.51,18,10,0,4,0
MSME_0517,1400.37,2100.55,0.5,562.27,20,3,0,1,0
MSME_0518,808.98,781.15,-0.0344,488.09,18,12,0,3,0
MSME_0519,1239.73,1277.27,0.0303,820.12,24,10,0,5,0
MSME_0520,1500.55,1864.68,0.2427,261.0,24,6,0,3,0
MSME_0521,532.24,668.69,0.2564,673.92,21,3,0,5,0
MSME_0522,1417.34,1809.6,0.2768,311.21,30,7,0,5,0
MSME_0523,934.95,1065.55,0.1397,844.56,16,7,0,4,0
MSME_0524,1428.24,991.55,-0.3058,746.48,22,7,0,2,1
MSME_0525,894.7,1242.16,0.3884,158.31,22,9,0,4,0
MSME_0526,478.05,331.48,-0.3066,1195.1,29,8,0,1,0
MSME_0527,548.98,579.54,0.0557,236.05,9,8,0,5,0
MSME_0528,1219.23,964.94,-0.2086,905.11,9,7,0,2,1
MSME_0529,1303.89,1256.9,-0.036,582.48,3,9,0,5,0
MSME_0530,838.27,890.41,0.0622,2535.6,7,10,0,5,0
MSME_0531,1455.44,1543.26,0.0603,322.64,21,9,0,4,0
MSME_0532,535.39,581.16,0.0855,284.49,19,8,0,2,0
MSME_0533,1173.57,1623.55,0.3834,395.67,19,13,0,2,0
MSME_0534,715.59,782.42,0.0934,297.92,17,9,0,5,0
MSME_0535,939.27,863.15,-0.081,897.8,13,7,0,2,0
MSME_0536,1218.96,1488.38,0.221,80.13,17,10,0,2,1
MSME_0537,855.83,1093.22,0.2774,140.66,27,8,0,4,0
MSME_0538,1046.18,704.18,-0.3269,138.68,13,9,0,3,0
MSME_0539,1602.52,1809.8,0.1294,1043.47,19,10,0,1,0
MSME_0540,969.24,1119.76,0.1553,2231.91,20,8,0,3,0
MSME_0541,1534.28,1389.46,-0.0944,363.42,23,8,0,2,0
MSME_0542,748.12,990.45,0.3239,340.76,14,7,0,5,0
MSME_0543,1411.92,1330.72,-0.0575,432.7,21,8,0,1,0
MSME_0544,1776.63,1796.87,0.0114,1289.33,29,11,0,1,0
MSME_0545,211.34,197.97,-0.0633,159.6,30,11,0,5,1
MSME_0546,881.24,867.05,-0.0161,512.02,3,8,1,1,1
MSME_0547,1430.83,1010.07,-0.2941,1069.77,12,11,0,5,0
MSME_0548,1118.78,693.63,-0.38,665.87,26,7,0,1,1
MSME_0549,1348.46,1859.02,0.3786,487.64,22,9,0,3,0
MSME_0550,958.41,736.3,-0.2317,1097.78,7,8,0,1,0
MSME_0551,1234.64,903.94,-0.2678,27.03,17,8,0,4,0
MSME_0552,1137.73,502.48,-0.5583,794.63,11,9,0,5,0
MSME_0553,1667.11,1367.47,-0.1797,209.75,22,10,0,1,1
MSME_0554,1301.77,845.14,-0.3508,64.67,30,10,0,5,1
MSME_0555,1335.04,1856.38,0.3905,672.63,13,11,0,4,0
MSME_0556,1035.25,1275.9,0.2325,1593.45,1,8,0,1,0
MSME_0557,1004.96,811.97,-0.192,351.62,17,5,1,1,1
MSME_0558,1026.98,1540.47,0.5,1046.15,23,7,0,4,0
MSME_0559,1357.78,1663.88,0.2254,2022.88,1,8,0,4,0
MSME_0560,1031.61,927.2,-0.1012,1502.54,30,7,0,4,0
MSME_0561,1315.91,467.34,-0.6449,2079.67,10,11,0,5,1
MSME_0562,2030.16,3045.24,0.5,847.36,8,8,0,4,0
MSME_0563,1548.45,979.56,-0.3674,435.04,11,16,0,5,0
MSME_0564,1069.59,608.22,-0.4313,81.29,16,6,0,3,1
MSME_0565,1680.49,2076.48,0.2356,315.43,14,6,0,1,0
MSME_0566,1036.77,1555.15,0.5,173.6,24,7,0,1,0
MSME_0567,384.75,510.2,0.3261,3536.68,30,9,0,2,0
MSME_0568,796.77,893.16,0.121,338.36,16,14,0,3,0
MSME_0569,451.68,509.81,0.1287,456.32,25,9,0,4,0
MSME_0570,1059.39,1264.23,0.1934,700.28,28,7,0,4,0
MSME_0571,1207.37,1412.3,0.1697,421.41,25,14,0,3,0
MSME_0572,1870.57,1964.66,0.0503,2197.45,17,6,0,4,0
MSME_0573,1330.77,1338.82,0.0061,216.45,21,8,0,2,0
MSME_0574,1112.36,1072.71,-0.0356,490.1,5,7,0,5,0
MSME_0575,1531.76,1212.4,-0.2085,192.01,16,7,0,1,1
MSME_0576,315.55,287.09,-0.0902,107.77,22,8,0,3,0
MSME_0577,1294.25,720.59,-0.4432,218.82,23,9,0,1,1
MSME_0578,1508.35,1441.1,-0.0446,388.76,17,7,0,5,0
MSME_0579,608.57,445.99,-0.2671,262.62,7,10,0,3,1
MSME_0580,1657.5,1167.05,-0.2959,201.86,8,8,0,5,1
MSME_0581,1335.4,1368.75,0.025,98.86,5,7,0,4,0
MSME_0582,1033.88,1373.0,0.328,371.26,4,7,0,4,0
MSME_0583,1453.11,1757.65,0.2096,89.59,11,7,1,4,1
MSME_0584,2108.28,1238.35,-0.4126,862.69,24,6,0,5,0
MSME_0585,1272.75,932.41,-0.2674,438.1,28,8,0,5,0
MSME_0586,1299.29,1578.89,0.2152,93.92,27,5,0,5,1
MSME_0587,1016.26,746.32,-0.2656,296.13,10,13,0,1,1
MSME_0588,860.06,794.56,-0.0762,190.16,24,7,0,5,1
MSME_0589,1532.13,1712.18,0.1175,555.11,0,11,0,4,0
MSME_0590,857.57,632.81,-0.2621,1541.41,10,5,0,2,1
MSME_0591,1228.63,1236.42,0.0063,61.86,18,9,0,5,0
MSME_0592,1008.94,652.27,-0.3535,452.61,8,3,0,2,1
MSME_0593,1391.59,1154.55,-0.1703,343.73,26,7,0,4,0
MSME_0594,1333.46,1413.4,0.0599,789.45,1,10,0,5,0
MSME_0595,1615.02,939.54,-0.4182,499.29,11,7,0,1,1
MSME_0596,995.99,1085.75,0.0901,190.19,3,11,0,1,1
MSME_0597,1092.05,1064.85,-0.0249,293.23,3,7,0,2,0
MSME_0598,808.49,904.0,0.1181,181.99,17,9,0,1,1
MSME_0599,1022.28,1059.06,0.036,1183.23,14,4,0,1,0
MSME_0600,1350.92,1784.61,0.321,412.12,18,6,0,1,0
